Número documento GEDO;Dependencia receptora;Orden de compra;N° Contratación / Licitación;Resolución Aprobatoria;Expediente;Entidad Proveedora;Cuit Proveedor;Remito n°;Fecha de remito;Fecha de recepción;Renglon;Cantidad;Detalle;Unidad;Observaciones
ACTA-2022-26942451-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0043_OC22;80-0040-LPU21;RS-2022-12379899-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS S.A.;30713385006;0004-00026418;;03/03/2022;1;90;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML, JERINGA PRELLENADA.;0;"Unidad: UNI. ; DESTINO: JUJUY ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-26946281-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0043_OC22;80-0040-LPU21;RS-2022-12379899-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS S.A.;30713385006;0004-00026404;;03/03/2022;1;156;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML, JERINGA PRELLENADA.;0;"Unidad: UNI. ; DESTINO: CHACO ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27445763-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0043_OC22;80-0040-LPU21;RS-2022-12379899-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS S.A.;30713385006;0004-00026413;;03/03/2022;1;33;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML, JERINGA PRELLENADA.;0;"Unidad: UNI. ; DESTINO: LA PAMPA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27446207-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0043_OC22;80-0040-LPU21;RS-2022-12379899-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS S.A.;30713385006;0004-00026393;;02/03/2022;1;70;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML, JERINGA PRELLENADA.;0;"Unidad: UNI. ; DESTINO: CATAMARCA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27447729-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0043_OC22;80-0040-LPU21;RS-2022-12379899-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS S.A.;30713385006;0004-00026431;;04/03/2022;1;49;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML, JERINGA PRELLENADA.;0;"Unidad: UNI. ; DESTINO: SAN LUIS ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27452223-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0043_OC22;80-0040-LPU21;RS-2022-12379899-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS S.A.;30713385006;0004-00026408;;04/03/2022;1;30;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML, JERINGA PRELLENADA.;0;"Unidad: UNI. ; DESTINO: LA RIOJA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27459974-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0043_OC22;80-0040-LPU21;RS-2022-12379899-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS S.A.;30713385006;0004-00026419;;04/03/2022;1;15;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML, JERINGA PRELLENADA.;0;"Unidad: UNI. ; DESTINO: TIERRA DEL FUEGO ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27460345-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_0043_OC22;80-0040-LPU21;RS-2022-12379899-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS S.A.;30713385006;0004-00026436;;09/03/2022;1;180;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML, JERINGA PRELLENADA.;0;"Unidad: UNI. ; DESTINO: MENDOZA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27462622-APN-SGA#MS;Secretaría de Acceso a la Salud;-;-;RESOL-2021-1966-APN-MS;EX-2021-50816151-APN-UGA#MS;FEDERACIÓN INTERNACIONAL DE PLANIFICACIÓN FAMILIAR REGIÓN DEL HEMISFERIO OCCIDENTAL (IPPFRHO);;GUÍA AÉREA ATC1235853 - NOTA DE ENTREGA N° 126065228;;03/02/2022;1;10000;IMPLANTES SUBDÉRMICOS DE DOS VARILLAS, LEVONORGESTREL POR SETENTA Y CINCO (75) MILIGRAMOS, DE LA MARCA JADELLE;0;"UNIDAD: UNIDADES; CONFORMIDAD: PV-2022-26260044-APN-SAS#MS ; LUGAR DE ENTREGA: OL REMEDIAR TORTUGUITAS ; CUMPLIMIENTO: TOTAL."
ACTA-2022-27463490-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171821;;07/01/2022;6;2208;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD								
";0;"Unidad: DET. ; DESTINO: BUENOS AIRES - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27469394-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171822;;12/01/2022;6;480;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: CATAMARCA - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27474302-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171823;;11/01/2022;6;6528;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: CHACO - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27476243-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171824;;12/01/2022;6;2112;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: CHUBUT - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27476437-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171825;;11/01/2022;6;7488;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: CORDOBA - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27485962-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171826;;11/01/2022;6;2304;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: CORRIENTES - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27486460-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171827;;11/01/2022;6;5952;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: ENTRE RIOS - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27487740-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171828;;12/01/2022;6;960;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: FORMOSA - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27489243-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171829;;11/01/2022;6;672;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: JUJUY - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27490137-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171830;;11/01/2022;6;480;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: LA PAMPA - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27490329-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171831;;12/01/2022;6;3360;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: LA RIOJA - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27491900-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171832;;12/01/2022;6;672;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: MENDOZA - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27493685-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171833;;11/01/2022;6;4608;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: MISIONES - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27494130-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171834;;11/01/2022;6;1728;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: NEUQUEN - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27496189-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171835;;11/01/2022;6;8448;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: RIO NEGRO - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27496741-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171836;;07/01/2022;6;1248;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: SALTA - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27496862-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171837;;12/01/2022;6;4896;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: SAN JUAN - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27497396-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171838;;11/01/2022;6;13536;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: SAN LUIS - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27497931-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171839;;11/01/2022;6;2112;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: SANTA CRUZ - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27498185-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171840;;11/01/2022;6;5184;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: SANTA FE - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27499084-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171841;;12/01/2022;6;1824;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: SANTIAGO DEL ESTERO - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27499248-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171842;;12/01/2022;6;192;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: TIERRA DEL FUEGO - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27509393-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171843;;11/01/2022;6;9696;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: TUCUMAN - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27509545-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171844;;06/01/2022;6;384;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: BUENOS AIRES - CUMPLIMIENTO: PARCIAL - DENTRO "
ACTA-2022-27509984-APN-SGA#MS;DIRECCIÓN DE RESPUESTA AL VIH, ITS, HEPATITIS VIRALES Y TUBERCULOSIS;80_1123_OC21;80-0008-LPU20;ACTO-2021-57707347-APN-JGM;EX-2020-26893725-APN-DCYCMS#MSYDS;"BIODIAGNOSTICO S.A.
";30639277115;00001-00171845;;06/01/2022;6;1248;"DETERMINACIONES REACTIVO POR ELISA EN MICROPLACAS PARA LA DETECCIÓN DE ANTICUERPOS ANTI HEPATITIS C EN SUERO (ANTI HCV); PRESENTACIÓN: EN EQUIPOS POR 96 DETERMINACIONES; MARCA BIO RAD";0;"Unidad: DET. ; DESTINO: BUENOS AIRES - CUMPLIMIENTO: TOTAL - DENTRO "
ACTA-2022-27510141-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;INLEG_2022_02092619_APN_SES#MS;MSAL-24-LPI-2021;-;EX-2021-36669032-APN-SGA#MS;COVERLINE S.A.;30714983446;0003-00002739;;15/03/2022;9;6000;MAMELUCOS (OVEROL) CON CAPUCHA (Marca comercial Bluemed);0;"Unidad: UNI ; PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-27510549-APN-SGA#MS;Dirección Nacional de Medicamentos y Tecnología Sanitaria;INLEG-2021-109606282-APN-SES#MS;MSAL-57-LPI-B;-;EX-2020-91711178-APN-SSGA#MS;DROGUERIA DEL SUD SA;30538880627;0156-00481982;;14/03/2022;9;988530;GLICLAZIDA - COMPRIMIDO DE LIBERACIÓN MODIFICADA 60 MG - TRATAMIENTO DE 30 UNIDADES;0;"Unidad: COMP. ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27512958-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;INLEG_2021_107225231_APN_SES#MS;MSAL-57-LPI-B;-;EX-2020-91711178-APN-SSGA#MS;PABLO CASSARA S.R.L.;30525858274;0051-00037631;;16/03/2022;5;60800;BUDESONIDE - Aerosol bronquial 200 mcg/dosis - Envase con 200 dosis;0;"Unidad: AEROSOL ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27522217-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;INLEG_2022_02092825_APN_SES#MS;MSAL-24-LPI-2021;-;EX-2021-36669032-APN-SGA#MS;LABORATORIOS JAYOR S.R.L.;30712205330;00001-00006731;;11/03/2022;9;2467;MAMELUCOS (OVEROL) CON CAPUCHA - TALLE M y/o L (MARCA COMERCIAL DIMEX);0;"Unidad: UNI. ; SEGUNDA ENTREGA: 2.381 - TERCERA ENTREGA: 86 ; CUMPLIMIENTO: PARCIAL - FUERA-DENTRO"
ACTA-2022-27522575-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;INLEG_2022_02092825_APN_SES#MS;MSAL-24-LPI-2021;-;EX-2021-36669032-APN-SGA#MS;LABORATORIOS JAYOR S.R.L.;30712205330;00001-00006755;;15/03/2022;9;8250;MAMELUCOS (OVEROL) CON CAPUCHA - TALLE M y/o L (MARCA COMERCIAL DIMEX);0;"Unidad: UNI. ; TERCERA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-27522978-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;INLEG-2022-02851106-APN-SES#MS;AR-MSAL-24-LPI-2021;-;EX-2021-36669032-APN-SGA#MS;LECTUS S.A.;30686512912;00010-00055601;;15/03/2022;8;31200;Kit de camisolín, cofia y botas (Marca comercial AVIOCARE).;0;"UNIDAD: UNI. ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-27523132-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;INLEG-2022-02851106-APN-SES#MS;AR-MSAL-24-LPI-2021;-;EX-2021-36669032-APN-SGA#MS;LECTUS S.A.;30686512912;00010-00055610;;16/03/2022;8;31200;Kit de camisolín, cofia y botas (Marca comercial AVIOCARE).;0;"UNIDAD: UNI. ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-27527147-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;INLEG-2022-02851106-APN-SES#MS;AR-MSAL-24-LPI-2021;-;EX-2021-36669032-APN-SGA#MS;LECTUS S.A.;30686512912;00010-00055611;;16/03/2022;8;31200;Kit de camisolín, cofia y botas (Marca comercial AVIOCARE).;0;"UNIDAD: UNI. ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
